ItemIdentifier,DueDate,OptStartDate,DaysToDue,Score
2851625,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969013,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968731,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784724,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968666,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2966121,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2784578,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968690,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968733,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968680,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3031198,2023-10-25 13:35:11.173,2023-10-17 07:30:00,8.253601539351852,81.70832954136239
2968797,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784106,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2746039,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2784832,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784040,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784896,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784796,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851688,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2783944,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2719830,2023-10-23 16:11:44.817,2023-10-17 07:30:00,6.362324270833334,98.35674588747571
2783861,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968710,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851452,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969016,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851281,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968906,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968844,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784728,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968547,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969175,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784461,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968997,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851364,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968624,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968655,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968538,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968824,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968897,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784508,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968657,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784812,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968820,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784355,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851649,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968982,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968607,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968614,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2737928,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2784582,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2969229,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2812169,2023-10-25 14:55:41.343,2023-10-17 07:30:00,8.309506284722222,81.3152319989763
3041452,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2745767,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2746059,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2885102,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2662626,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784835,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851357,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968661,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968865,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968693,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784967,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784850,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2783963,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2783885,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968698,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968558,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968681,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968981,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2783957,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851713,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968960,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784853,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784335,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784054,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2785588,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2851498,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784200,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968999,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968651,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969121,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968901,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851499,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784391,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851731,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968694,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968799,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3024784,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968545,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968705,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3034214,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968674,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968636,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969088,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784074,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2871819,2023-10-23 16:16:11.010,2023-10-17 07:30:00,6.365405208333334,98.32351246883577
2968568,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968905,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784493,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2783901,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968873,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851689,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784475,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968554,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969286,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784108,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968811,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968974,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3037291,2023-10-25 15:38:08.273,2023-10-17 07:30:00,8.338984641203703,81.1099193768485
2968967,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784029,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968887,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968613,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968969,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968735,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3024756,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968841,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968835,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2963356,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2969036,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851598,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784931,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851352,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2615098,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968986,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784162,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784313,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2785025,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968916,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968864,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968734,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784831,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784146,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784168,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2764277,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2737270,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2784953,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2966205,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968549,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968552,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968973,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2929272,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2746005,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2851275,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968654,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968672,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784775,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784509,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
3030296,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2851662,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2752054,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968829,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969294,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851617,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784486,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968929,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784199,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968590,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784691,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851747,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968688,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784549,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784974,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968726,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2811259,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968612,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968805,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851405,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784251,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2615114,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968678,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969107,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851409,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969176,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969217,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851606,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3001555,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2969225,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784860,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784662,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851461,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968589,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968727,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784983,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968599,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968719,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969281,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784574,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
3014942,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2851406,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851693,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784221,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784988,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784677,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968566,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784516,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968584,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851502,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784566,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968846,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851600,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2885137,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2851537,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969019,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968588,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851560,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968855,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968792,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968646,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851374,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2785029,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784527,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
3030439,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2784218,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2745301,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2969282,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784991,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968819,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784324,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2969010,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851675,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784491,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851382,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784827,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968597,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851650,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3030866,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968631,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
3041287,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2968822,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968697,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784030,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968728,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784575,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2785940,2024-04-15 00:00:00.000,2023-10-17 07:30:00,180.6875,50.0
2662628,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784440,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784992,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784370,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2784009,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2783859,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2968703,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968872,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2784147,2024-06-30 16:00:00.000,2023-10-17 07:30:00,257.3541666666667,50.0
2851279,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2981767,2023-10-23 15:04:18.567,2023-10-17 07:30:00,6.315492673611112,98.86473169615556
2851679,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851758,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968971,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851633,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2851402,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2968975,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2815675,2023-10-27 14:48:18.323,2023-10-17 07:30:00,10.304378738425926,70.06469294866083
2851623,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
2969214,2024-06-30 15:00:00.000,2023-10-17 07:30:00,257.3125,50.0
